"start","tracker_item_id","change_date","field_name","old_value","new_value"
"===",3523,"2015-02-17 00:17:31.508521+00","status","Approved","Applied"
"===",3525,"2014-09-15 19:32:58.452613+00","_created_","","In Conformance, Operations can be defined on ""Rest"" level, not on resource level"
"===",3525,"2014-09-15 22:58:20.879992+00","Waiting For","Assignee(s)","None"
"===",3525,"2014-09-15 22:58:20.879992+00","status","Submitted","Triaged"
"===",3525,"2014-09-15 22:58:20.879992+00","reviewingworkgroup68","CGIT","CGIT,FHIR Core Team"
"===",3525,"2014-09-15 22:58:20.879992+00","resources64","Conformance","Conformance"
"===",3525,"2014-10-13 06:12:21.629404+00","reviewingworkgroup67","CGIT,FHIR Core Team","CGIT,FHIR Core Team"
"===",3525,"2014-10-13 06:12:21.629404+00","resources","Conformance","Conformance"
"===",3525,"2015-01-13 21:47:50.327749+00","forwgmreviewby","None","FHIR Core"
"===",3526,"2014-09-15 19:57:39.969341+00","_created_","","The way discriminators work on slices precludes slicing on extensions/elements within ResourceReference"
"===",3526,"2014-09-15 20:02:09.183674+00","Waiting For","Assignee(s)","None"
"===",3526,"2014-09-15 20:02:09.183674+00","reviewingworkgroup68","FHIR Core Team","FHIR Core Team"
"===",3526,"2014-09-15 20:02:09.183674+00","resources64","Profile","Profile"
"===",3526,"2014-09-15 23:01:57.23243+00","status","Submitted","Triaged"
"===",3526,"2014-09-15 23:01:57.23243+00","reviewingworkgroup68","FHIR Core Team","CGIT,FHIR Core Team"
"===",3526,"2014-09-15 23:01:57.23243+00","resources64","Profile","Profile"
"===",3526,"2014-09-16 17:17:01.826465+00","status","Triaged","Approved"
"===",3526,"2014-09-16 17:17:01.826465+00","reviewingworkgroup68","CGIT,FHIR Core Team","CGIT,FHIR Core Team"
"===",3526,"2014-09-16 17:17:01.826465+00","resources64","Profile","Profile"
"===",3526,"2014-09-29 12:57:11.915826+00","status","Approved","Triaged"
"===",3526,"2014-09-29 12:57:11.915826+00","reviewingworkgroup68","CGIT,FHIR Core Team","CGIT,FHIR Core Team"
"===",3526,"2014-09-29 12:57:11.915826+00","resources64","Profile","Profile"
"===",3526,"2014-10-11 11:24:25.611927+00","reviewingworkgroup67","CGIT,FHIR Core Team","CGIT,FHIR Core Team"
"===",3526,"2014-10-11 11:24:25.611927+00","resources64","Profile","Profile"
"===",3526,"2014-10-23 00:09:54.210192+00","reviewingworkgroup67","CGIT,FHIR Core Team","CGIT,FHIR Core Team"
"===",3526,"2014-10-23 00:09:54.210192+00","resources","Profile","Profile"
"===",3526,"2014-10-23 00:09:54.210192+00","preapplied","None","Yes"
"===",3526,"2014-10-29 21:58:46.528809+00","status","Triaged","Approved"
"===",3526,"2014-10-30 00:32:43.775307+00","close_date","None","2014-10-30 11:32:43"
"===",3526,"2014-10-30 00:32:43.775307+00","status","Approved","Applied"
"===",3526,"2014-10-30 00:32:43.775307+00","backwardcompatible45","None","No"
"===",3526,"2014-10-30 00:32:43.775307+00","status_id","1","0"
"===",3527,"2014-09-15 20:05:47.068526+00","_created_","","FHIR does not have defaults, but certainly for ""boolean"" elements, we are assuming defaults in many places"
"===",3527,"2014-09-15 22:59:04.203091+00","Waiting For","Assignee(s)","None"
"===",3527,"2014-09-15 22:59:04.203091+00","status","Submitted","Triaged"
"===",3527,"2014-09-15 22:59:04.203091+00","reviewingworkgroup68","Modeling &amp; Methodology","Modeling &amp; Methodology"
"===",3527,"2014-09-15 22:59:04.203091+00","htmlpage","datatypes","datatypes"
"===",3527,"2014-09-18 15:02:42.317938+00","reviewingworkgroup68","Modeling &amp; Methodology","Modeling &amp; Methodology"
"===",3527,"2014-09-18 15:02:42.317938+00","htmlpage","datatypes","datatypes"
"===",3527,"2014-09-18 15:03:09.199937+00","status","Triaged","Approved"
"===",3527,"2014-09-18 15:03:09.199937+00","reviewingworkgroup68","Modeling &amp; Methodology","Modeling &amp; Methodology"
"===",3527,"2014-09-18 15:03:09.199937+00","htmlpage","datatypes","datatypes"
"===",3527,"2014-10-14 05:51:59.938114+00","reviewingworkgroup67","Modeling &amp; Methodology","Modeling &amp; Methodology"
"===",3527,"2014-10-14 05:51:59.938114+00","htmlpage","datatypes","datatypes"
"===",3527,"2014-10-14 17:14:35.306789+00","reviewingworkgroup67","Modeling &amp; Methodology","Modeling &amp; Methodology"
"===",3527,"2014-10-14 17:14:35.306789+00","htmlpage","datatypes","datatypes"
"===",3527,"2014-10-14 19:30:44.13975+00","reviewingworkgroup67","Modeling &amp; Methodology","Modeling &amp; Methodology"
"===",3527,"2014-10-14 19:30:44.13975+00","htmlpage","datatypes","datatypes"
"===",3527,"2014-10-20 10:05:19.199516+00","reviewingworkgroup67","Modeling &amp; Methodology","Modeling &amp; Methodology"
"===",3527,"2014-10-20 10:05:19.199516+00","htmlpage","datatypes","datatypes"
"===",3527,"2014-10-20 11:10:10.220135+00","htmlpage","datatypes","datatypes"
"===",3527,"2014-10-20 11:10:10.220135+00","reviewingworkgroup67","Modeling &amp; Methodology","Modeling &amp; Methodology"
"===",3527,"2014-10-20 12:51:30.336174+00","htmlpage","datatypes","datatypes"
"===",3527,"2014-10-20 12:51:30.336174+00","reviewingworkgroup67","Modeling &amp; Methodology","Modeling &amp; Methodology"
"===",3527,"2014-10-22 19:20:31.520711+00","htmlpage","datatypes","datatypes"
"===",3527,"2014-10-22 19:20:31.520711+00","reviewingworkgroup67","Modeling &amp; Methodology","Modeling &amp; Methodology"
"===",3527,"2014-11-20 06:04:34.654067+00","status_id","1","0"
"===",3527,"2014-11-20 06:04:34.654067+00","backwardcompatible45","None","Yes"
"===",3527,"2014-11-20 06:04:34.654067+00","close_date","None","2014-11-20 17:04:35"
"===",3527,"2014-11-20 06:04:34.654067+00","status","Approved","Applied"
"===",3528,"2014-09-15 22:08:42.513783+00","_created_","","Use of SHA-1 for Attachment.hash"
"===",3528,"2014-09-15 23:09:54.070066+00","Waiting For","Assignee(s)","None"
"===",3528,"2014-09-15 23:09:54.070066+00","status","Submitted","Triaged"
"===",3528,"2014-09-15 23:09:54.070066+00","reviewingworkgroup68","None","Modeling &amp; Methodology,Security"
"===",3528,"2014-09-15 23:09:54.070066+00","htmlpage","datatypes","datatypes"
"===",3528,"2014-09-19 16:58:19.043042+00","assignee","None","John Moehrke"
"===",3528,"2014-09-19 16:58:19.043042+00","assignee","Nobody ","Removed"
"===",3528,"2014-09-19 16:58:19.043042+00","status","Triaged","Approved"
"===",3528,"2014-09-19 16:58:19.043042+00","reviewingworkgroup68","Modeling &amp; Methodology,Security","ITS"
"===",3528,"2014-09-19 16:58:19.043042+00","htmlpage","datatypes","datatypes"
"===",3528,"2014-10-01 20:52:30.523455+00","close_date","","2014-10-01 14:52:30"
"===",3528,"2014-10-01 20:52:30.523455+00","status","Approved","Rejected"
"===",3528,"2014-10-01 20:52:30.523455+00","reviewingworkgroup67","ITS","ITS"
"===",3528,"2014-10-01 20:52:30.523455+00","htmlpage","datatypes","datatypes"
"===",3528,"2014-10-01 20:52:30.523455+00","status_id","1","0"
"===",3529,"2014-09-16 01:34:18.303311+00","_created_","","Some profile-specific information isn't publishing"
"===",3529,"2014-09-16 01:34:36.210268+00","Waiting For","Assignee(s)","None"
"===",3529,"2014-09-16 01:34:36.210268+00","status","Submitted","Approved"
"===",3529,"2014-09-16 01:34:36.210268+00","reviewingworkgroup68","FHIR Tooling/Pubs","FHIR Tooling/Pubs"
"===",3529,"2014-10-17 12:35:23.50368+00","status_id","1","0"
"===",3529,"2014-10-17 12:35:23.50368+00","status","Approved","Applied"
"===",3529,"2014-10-17 12:35:23.50368+00","reviewingworkgroup67","FHIR Tooling/Pubs","FHIR Tooling/Pubs"
"===",3529,"2014-10-17 12:35:23.50368+00","close_date","","2014-10-17 23:35:23"
"===",3529,"2014-10-17 12:35:23.50368+00","backwardcompatible45","None","Yes"
"===",3529,"2015-01-07 02:05:25.704056+00","htmlpage","None","(NA)"
"===",3530,"2014-09-16 11:40:22.308059+00","_created_","","A typo in the element name QuantityComparator-list with fhir-base.xsd"
"===",3530,"2014-09-16 12:51:36.204571+00","Waiting For","Assignee(s)","None"
"===",3530,"2014-09-16 12:51:36.204571+00","status","Submitted","Approved"
"===",3530,"2014-09-16 12:51:36.204571+00","reviewingworkgroup68","FHIR Core Team","FHIR Core Team"
"===",3530,"2014-09-16 12:51:36.204571+00","htmlpage","(schemas/schematrons)","(schemas/schematrons)"
"===",3530,"2014-10-20 01:46:12.888748+00","reviewingworkgroup67","FHIR Core Team","FHIR Core Team"
"===",3530,"2014-10-20 01:46:12.888748+00","close_date","","2014-10-20 12:46:13"
"===",3530,"2014-10-20 01:46:12.888748+00","status","Approved","Applied"
"===",3530,"2014-10-20 01:46:12.888748+00","backwardcompatible45","None","Yes"
"===",3530,"2014-10-20 01:46:12.888748+00","status_id","1","0"
"===",3530,"2014-10-20 01:46:12.888748+00","htmlpage","(schemas/schematrons)","(schemas/schematrons)"
"===",3531,"2014-09-16 11:51:27.274188+00","_created_","","A typo in the element name QuantityComparator with fhir-base.xsd"
"===",3531,"2014-09-16 12:52:57.953862+00","Waiting For","Assignee(s)","None"
"===",3531,"2014-09-16 12:52:57.953862+00","status","Submitted","Approved"
"===",3531,"2014-09-16 12:52:57.953862+00","reviewingworkgroup68","FHIR Core Team","FHIR Core Team"
"===",3531,"2014-09-16 12:52:57.953862+00","htmlpage","(schemas/schematrons)","(schemas/schematrons)"
"===",3531,"2014-10-17 11:01:58.554937+00","status_id","1","0"
"===",3531,"2014-10-17 11:01:58.554937+00","backwardcompatible45","None","No"
"===",3531,"2014-10-17 11:01:58.554937+00","reviewingworkgroup67","FHIR Core Team","FHIR Core Team"
"===",3531,"2014-10-17 11:01:58.554937+00","htmlpage","(schemas/schematrons)","(schemas/schematrons)"
"===",3531,"2014-10-17 11:01:58.554937+00","status","Approved","Applied"
"===",3531,"2014-10-17 11:01:58.554937+00","close_date","","2014-10-17 22:01:58"
"===",3532,"2014-09-16 12:42:37.812101+00","_created_","","Page loading will be significantly retarded due to Google being blocked in some countries/regions."
"===",3532,"2014-09-16 12:55:44.38887+00","Waiting For","Assignee(s)","None"
"===",3532,"2014-09-16 12:55:44.38887+00","status","Submitted","Triaged"
"===",3532,"2014-09-16 12:55:44.38887+00","reviewingworkgroup68","FHIR Tooling/Pubs","FHIR Tooling/Pubs"
"===",3532,"2014-09-16 13:38:58.599966+00","reviewingworkgroup68","FHIR Tooling/Pubs","FHIR Tooling/Pubs"
"===",3532,"2014-10-23 05:41:56.350054+00","reviewingworkgroup67","FHIR Tooling/Pubs","FHIR Tooling/Pubs"
"===",3532,"2015-01-07 02:10:41.985614+00","htmlpage","None","(NA)"
"===",3532,"2015-01-13 22:00:08.302392+00","assignee","Nobody ","Removed"
"===",3532,"2015-01-13 22:00:08.302392+00","assignee","None","Andy Stechishin"
"===",3533,"2014-09-16 14:50:54.239333+00","_created_","","Contact Datatype change proposals"
"===",3533,"2014-09-17 01:04:32.818168+00","Waiting For","Assignee(s)","None"
"===",3533,"2014-09-17 01:04:32.818168+00","status","Submitted","Triaged"
"===",3533,"2014-09-17 01:04:32.818168+00","reviewingworkgroup68","FHIR Core Team","Modeling &amp; Methodology"
"===",3533,"2014-09-17 01:04:32.818168+00","htmlpage","None","datatypes"
"===",3533,"2014-09-18 14:49:55.157956+00","status","Triaged","Approved"
"===",3533,"2014-09-18 14:49:55.157956+00","reviewingworkgroup68","Modeling &amp; Methodology","Modeling &amp; Methodology"
"===",3533,"2014-09-18 14:49:55.157956+00","htmlpage","datatypes","datatypes"
"===",3533,"2014-09-28 11:36:48.441856+00","reviewingworkgroup68","Modeling &amp; Methodology","Modeling &amp; Methodology"
"===",3533,"2014-09-28 11:36:48.441856+00","htmlpage","datatypes","datatypes"
"===",3533,"2014-09-28 11:37:19.55877+00","close_date","","2014-09-28 21:37:19"
"===",3533,"2014-09-28 11:37:19.55877+00","status","Approved","Applied"
"===",3533,"2014-09-28 11:37:19.55877+00","reviewingworkgroup68","Modeling &amp; Methodology","Modeling &amp; Methodology"
"===",3533,"2014-09-28 11:37:19.55877+00","htmlpage","datatypes","datatypes"
"===",3533,"2014-09-28 11:37:19.55877+00","status_id","1","0"
"===",3533,"2014-10-15 11:07:36.678534+00","backwardcompatible45","None","No"
"===",3533,"2014-10-15 11:07:36.678534+00","htmlpage","datatypes","datatypes"
"===",3533,"2014-10-15 11:07:36.678534+00","reviewingworkgroup67","Modeling &amp; Methodology","Modeling &amp; Methodology"
"===",3534,"2014-09-16 15:46:15.284779+00","_created_","","Need a formal support mechanism for i18n and l10n of schemas and schematrons"
"===",3534,"2014-09-17 01:03:34.020942+00","Waiting For","Assignee(s)","None"
"===",3534,"2014-09-17 01:03:34.020942+00","status","Submitted","Triaged"
"===",3534,"2014-09-17 01:03:34.020942+00","reviewingworkgroup68","FHIR Tooling/Pubs","FHIR Tooling/Pubs"
"===",3534,"2014-09-17 01:03:34.020942+00","htmlpage","(schemas/schematrons)","(schemas/schematrons)"
"===",3534,"2014-10-23 05:39:55.432422+00","reviewingworkgroup67","FHIR Tooling/Pubs","FHIR Tooling/Pubs"
"===",3534,"2014-10-23 05:39:55.432422+00","htmlpage","(schemas/schematrons)","(schemas/schematrons)"
"===",3534,"2014-10-23 13:41:16.170103+00","reviewingworkgroup67","FHIR Tooling/Pubs","FHIR Tooling/Pubs"
"===",3534,"2014-10-23 13:41:16.170103+00","htmlpage","(schemas/schematrons)","(schemas/schematrons)"
"===",3534,"2015-03-15 22:22:12.073834+00","status","Triaged","Ready for Vote"
"===",3534,"2015-03-22 00:14:24.06876+00","status","Ready for Vote","Approved"
"===",3534,"2015-03-22 00:14:24.06876+00","ballotresolution","None","Persuasive with Mod"
"===",3535,"2014-09-16 16:38:48.927067+00","_created_","","Addition of version field to ValueSet.expansion.contains"
"===",3535,"2014-09-17 01:02:03.185733+00","Waiting For","Assignee(s)","None"
"===",3535,"2014-09-17 01:02:03.185733+00","resources64","ValueSet","ValueSet"
"===",3535,"2014-09-17 01:02:34.326135+00","status","Submitted","Triaged"
"===",3535,"2014-09-17 01:02:34.326135+00","reviewingworkgroup68","None","Vocabulary,FHIR Core Team"
"===",3535,"2014-09-17 01:02:34.326135+00","resources64","ValueSet","ValueSet"
"===",3535,"2014-09-17 15:16:48.111593+00","reviewingworkgroup68","Vocabulary,FHIR Core Team","Vocabulary,FHIR Core Team"
"===",3535,"2014-09-17 15:16:48.111593+00","resources64","ValueSet","ValueSet"
"===",3535,"2014-09-29 00:12:55.019694+00","status","Triaged","Approved"
"===",3535,"2014-09-29 00:12:55.019694+00","reviewingworkgroup68","Vocabulary,FHIR Core Team","Vocabulary,FHIR Core Team"
"===",3535,"2014-09-29 00:12:55.019694+00","resources64","ValueSet","ValueSet"
"===",3535,"2014-09-29 00:28:41.1625+00","reviewingworkgroup68","Vocabulary,FHIR Core Team","Vocabulary,FHIR Core Team"
"===",3535,"2014-09-29 00:28:41.1625+00","resources64","ValueSet","ValueSet"
"===",3535,"2014-09-29 00:33:44.252119+00","close_date","","2014-09-29 10:33:44"
"===",3535,"2014-09-29 00:33:44.252119+00","status","Approved","Applied"
"===",3535,"2014-09-29 00:33:44.252119+00","reviewingworkgroup68","Vocabulary,FHIR Core Team","Vocabulary,FHIR Core Team"
"===",3535,"2014-09-29 00:33:44.252119+00","resources64","ValueSet","ValueSet"
"===",3535,"2014-09-29 00:33:44.252119+00","status_id","1","0"
"===",3535,"2014-10-15 11:07:52.74512+00","reviewingworkgroup67","Vocabulary,FHIR Core Team","Vocabulary,FHIR Core Team"
"===",3535,"2014-10-15 11:07:52.74512+00","backwardcompatible45","None","Yes"
"===",3535,"2014-10-15 11:07:52.74512+00","resources","ValueSet","ValueSet"
"===",3536,"2014-09-16 17:04:11.825094+00","_created_","","Rename Schedule Datatype to be Timetable (or something else) so that the Availability resource can be renamed to Schedule"
"===",3536,"2014-09-17 00:59:55.674875+00","Waiting For","Assignee(s)","None"
"===",3536,"2014-09-17 00:59:55.674875+00","status","Submitted","Triaged"
"===",3536,"2014-09-17 00:59:55.674875+00","reviewingworkgroup68","FHIR Core Team","Modeling &amp; Methodology"
"===",3536,"2014-09-17 00:59:55.674875+00","resources64","Availability","Availability"
"===",3536,"2014-09-17 00:59:55.674875+00","htmlpage","datatypes","datatypes"
"===",3536,"2014-09-17 15:30:59.032849+00","reviewingworkgroup68","Modeling &amp; Methodology","Modeling &amp; Methodology"
"===",3536,"2014-09-17 15:30:59.032849+00","resources64","Availability","Availability"
"===",3536,"2014-09-17 15:30:59.032849+00","htmlpage","datatypes","datatypes"
"===",3536,"2014-09-17 17:12:27.954925+00","reviewingworkgroup68","Modeling &amp; Methodology","Modeling &amp; Methodology"
"===",3536,"2014-09-17 17:12:27.954925+00","resources64","Availability","Availability"
"===",3536,"2014-09-17 17:12:27.954925+00","htmlpage","datatypes","datatypes"
"===",3536,"2014-09-18 14:36:01.810325+00","status","Triaged","Approved"
"===",3536,"2014-09-18 14:36:01.810325+00","reviewingworkgroup68","Modeling &amp; Methodology","Modeling &amp; Methodology"
"===",3536,"2014-09-18 14:36:01.810325+00","resources64","Availability","Availability"
"===",3536,"2014-09-18 14:36:01.810325+00","htmlpage","datatypes","datatypes"
"===",3536,"2014-09-28 13:02:43.175188+00","close_date","","2014-09-28 23:02:43"
"===",3536,"2014-09-28 13:02:43.175188+00","status","Approved","Applied"
"===",3536,"2014-09-28 13:02:43.175188+00","reviewingworkgroup68","Modeling &amp; Methodology","Modeling &amp; Methodology"
"===",3536,"2014-09-28 13:02:43.175188+00","resources64","Availability","Availability"
"===",3536,"2014-09-28 13:02:43.175188+00","htmlpage","datatypes","datatypes"
"===",3536,"2014-09-28 13:02:43.175188+00","status_id","1","0"
"===",3536,"2014-10-15 11:08:01.087476+00","htmlpage","datatypes","datatypes"
"===",3536,"2014-10-15 11:08:01.087476+00","backwardcompatible45","None","No"
"===",3536,"2014-10-15 11:08:01.087476+00","reviewingworkgroup67","Modeling &amp; Methodology","Modeling &amp; Methodology"
"===",3536,"2014-10-15 11:08:01.087476+00","resources","Availability","Availability"
"===",3537,"2014-09-16 21:31:17.598326+00","_created_","","Care Plan - rename components of care plan"
"===",3537,"2014-09-16 21:45:36.965925+00","Waiting For","Assignee(s)","None"
"===",3537,"2014-09-16 21:45:36.965925+00","status","Submitted","Approved"
"===",3537,"2014-09-16 21:45:36.965925+00","reviewingworkgroup68","Patient Care","Patient Care"
"===",3537,"2014-09-16 21:45:36.965925+00","resources64","CarePlan","CarePlan"
"===",3537,"2014-09-16 21:45:36.965925+00","htmlpage","resources","resources"
"===",3537,"2015-03-21 20:11:22.276204+00","assignee","Nobody ","Removed"
"===",3537,"2015-03-21 20:11:22.276204+00","assignee","None","Lloyd McKenzie"
"===",3538,"2014-09-16 21:49:22.369135+00","_created_","","Care Plan simple activity tends to not have conisistency in the tense used in description of elements"
"===",3538,"2014-09-16 22:00:10.960509+00","Waiting For","Assignee(s)","None"
"===",3538,"2014-09-16 22:00:10.960509+00","status","Submitted","Triaged"
"===",3538,"2014-09-16 22:00:10.960509+00","reviewingworkgroup68","Patient Care","Patient Care"
"===",3538,"2014-09-16 22:00:10.960509+00","resources64","CarePlan","CarePlan"
"===",3538,"2014-12-11 23:26:11.861953+00","status","Triaged","Waiting for Input"
"===",3538,"2015-01-30 21:28:39.807712+00","status","Waiting for Input","Triaged"
"===",3538,"2015-02-12 23:13:15.329352+00","status","Triaged","Approved"
"===",3538,"2015-03-21 20:11:14.289735+00","assignee","None","Lloyd McKenzie"
"===",3538,"2015-03-21 20:11:14.289735+00","assignee","Nobody ","Removed"
"===",3539,"2014-09-17 14:53:58.67961+00","_created_","","Extensions aren't rendering properly on the ""descriptions"" page"
"===",3539,"2014-09-17 14:55:14.44917+00","status","Submitted","Approved"
"===",3539,"2014-09-17 14:55:14.44917+00","reviewingworkgroup68","FHIR Tooling/Pubs","FHIR Tooling/Pubs"
"===",3539,"2014-10-23 01:56:42.050302+00","reviewingworkgroup67","FHIR Tooling/Pubs","FHIR Tooling/Pubs"
"===",3539,"2014-10-23 01:56:42.050302+00","status_id","1","0"
"===",3539,"2014-10-23 01:56:42.050302+00","status","Approved","Applied"
"===",3539,"2014-10-23 01:56:42.050302+00","Waiting For","Assignee(s)","None"
"===",3539,"2014-10-23 01:56:42.050302+00","close_date","","2014-10-22 19:56:42"
"===",3539,"2015-01-07 02:05:25.704056+00","htmlpage","None","(NA)"
"===",3540,"2014-09-17 14:54:54.593396+00","_created_","","Examples aren't rendering for profiles"
"===",3540,"2014-09-17 14:55:14.44917+00","status","Submitted","Approved"
"===",3540,"2014-09-17 14:55:14.44917+00","reviewingworkgroup68","FHIR Tooling/Pubs","FHIR Tooling/Pubs"
"===",3540,"2014-10-17 10:55:10.271888+00","reviewingworkgroup67","FHIR Tooling/Pubs","FHIR Tooling/Pubs"
"===",3540,"2014-10-17 10:55:10.271888+00","status_id","1","0"
"===",3540,"2014-10-17 10:55:10.271888+00","backwardcompatible45","None","Yes"
"===",3540,"2014-10-17 10:55:10.271888+00","close_date","","2014-10-17 21:55:10"
"===",3540,"2014-10-17 10:55:10.271888+00","status","Approved","Applied"
"===",3540,"2014-10-17 10:55:10.271888+00","Waiting For","Assignee(s)","None"
"===",3540,"2015-01-07 02:05:25.704056+00","htmlpage","None","(NA)"
"===",3541,"2014-09-18 19:27:01.79887+00","_created_","","Rename element 'dateTime' to 'performed' in ImageStudy resource"
"===",3541,"2014-09-18 19:40:39.792045+00","Waiting For","Assignee(s)","None"
"===",3541,"2014-09-18 19:40:39.792045+00","status","Submitted","Approved"
"===",3541,"2014-09-18 19:40:39.792045+00","reviewingworkgroup68","DICOM","DICOM"
"===",3541,"2014-09-18 19:40:39.792045+00","resources64","ImagingStudy","ImagingStudy"
"===",3541,"2014-10-21 20:12:47.665489+00","close_date","","2014-10-21 15:12:48"
"===",3541,"2014-10-21 20:12:47.665489+00","status_id","1","0"
"===",3541,"2014-10-21 20:12:47.665489+00","status","Approved","Applied"
"===",3541,"2014-10-21 20:12:47.665489+00","reviewingworkgroup67","DICOM","DICOM"
"===",3541,"2014-10-21 20:12:47.665489+00","resources","ImagingStudy","ImagingStudy"
"===",3542,"2014-09-18 19:44:10.798917+00","_created_","","series.number definition is wrong"
"===",3542,"2014-09-18 19:51:44.157571+00","Waiting For","Assignee(s)","None"
"===",3542,"2014-09-18 19:51:44.157571+00","status","Submitted","Approved"
"===",3542,"2014-09-18 19:51:44.157571+00","reviewingworkgroup68","DICOM","DICOM"
"===",3542,"2014-09-18 19:51:44.157571+00","resources64","ImagingStudy","ImagingStudy"
"===",3542,"2014-10-21 18:08:11.232427+00","resources","ImagingStudy","ImagingStudy"
"===",3542,"2014-10-21 18:08:11.232427+00","reviewingworkgroup67","DICOM","DICOM"
"===",3542,"2014-10-21 18:08:11.232427+00","status","Approved","Applied"
"===",3542,"2014-10-21 18:08:11.232427+00","close_date","","2014-10-21 13:08:11"
"===",3542,"2014-10-21 18:08:11.232427+00","status_id","1","0"
"===",3543,"2014-09-18 19:52:58.70529+00","_created_","","assessionNo should be renamed to something more friendly"
"===",3543,"2014-09-18 19:56:17.990546+00","Waiting For","Assignee(s)","None"
"===",3543,"2014-09-18 19:56:17.990546+00","status","Submitted","Approved"
"===",3543,"2014-09-18 19:56:17.990546+00","reviewingworkgroup68","DICOM","DICOM"
"===",3543,"2014-09-18 19:56:17.990546+00","resources64","ImagingStudy","ImagingStudy"
"===",3543,"2014-09-21 02:42:26.986886+00","summary","assessionNo should be renamed to something more friendly","accessionNo should be renamed to something more friendly"
"===",3543,"2014-09-21 02:42:26.986886+00","reviewingworkgroup68","DICOM","DICOM"
"===",3543,"2014-09-21 02:42:26.986886+00","resources64","ImagingStudy","ImagingStudy"
"===",3543,"2014-10-21 20:12:47.665489+00","resources","ImagingStudy","ImagingStudy"
"===",3543,"2014-10-21 20:12:47.665489+00","status_id","1","0"
"===",3543,"2014-10-21 20:12:47.665489+00","reviewingworkgroup67","DICOM","DICOM"
"===",3543,"2014-10-21 20:12:47.665489+00","close_date","","2014-10-21 15:12:48"
"===",3543,"2014-10-21 20:12:47.665489+00","status","Approved","Applied"
"===",3544,"2014-09-18 19:57:38.855274+00","_created_","","change ImagingStudy modality element name to modalityList"
"===",3544,"2014-09-18 20:01:31.453061+00","Waiting For","Assignee(s)","None"
"===",3544,"2014-09-18 20:01:31.453061+00","assignee","None","John Moehrke"
"===",3544,"2014-09-18 20:01:31.453061+00","assignee","Nobody ","Removed"
"===",3544,"2014-09-18 20:01:31.453061+00","status","Submitted","Approved"
"===",3544,"2014-09-18 20:01:31.453061+00","reviewingworkgroup68","DICOM","DICOM"
"===",3544,"2014-09-18 20:01:31.453061+00","resources64","None","ImagingStudy"
"===",3544,"2014-09-18 20:02:39.456454+00","reviewingworkgroup68","DICOM","DICOM"
"===",3544,"2014-09-18 20:02:39.456454+00","resources64","ImagingStudy","ImagingStudy"
"===",3544,"2014-10-21 20:12:47.665489+00","close_date","","2014-10-21 15:12:48"
"===",3544,"2014-10-21 20:12:47.665489+00","status","Approved","Applied"
"===",3544,"2014-10-21 20:12:47.665489+00","reviewingworkgroup67","DICOM","DICOM"
"===",3544,"2014-10-21 20:12:47.665489+00","resources","ImagingStudy","ImagingStudy"
"===",3544,"2014-10-21 20:12:47.665489+00","status_id","1","0"
"===",3545,"2014-09-18 21:21:36.291252+00","_created_","","Update ImagingStudy resource description"
"===",3545,"2014-09-21 02:50:22.638408+00","Waiting For","Assignee(s)","None"
"===",3545,"2014-09-21 02:50:22.638408+00","status","Submitted","Approved"
"===",3545,"2014-09-21 02:50:22.638408+00","reviewingworkgroup68","DICOM","DICOM"
"===",3545,"2014-09-21 02:50:22.638408+00","resources64","ImagingStudy","ImagingStudy"
"===",3545,"2014-09-21 02:50:22.638408+00","targetrelease","2.0.6","DSTURelease1"
"===",3545,"2014-10-21 18:37:24.357431+00","assignee","None","John Moehrke"
"===",3545,"2014-10-21 18:37:24.357431+00","assignee","Nobody ","Removed"
"===",3545,"2014-10-21 18:37:24.357431+00","reviewingworkgroup67","DICOM","DICOM"
"===",3545,"2014-10-21 18:37:24.357431+00","resources","ImagingStudy","ImagingStudy"
"===",3545,"2014-10-21 20:12:47.665489+00","resources","ImagingStudy","ImagingStudy"
"===",3545,"2014-10-21 20:12:47.665489+00","status_id","1","0"
"===",3545,"2014-10-21 20:12:47.665489+00","status","Approved","Applied"
"===",3545,"2014-10-21 20:12:47.665489+00","reviewingworkgroup67","DICOM","DICOM"
"===",3545,"2014-10-21 20:12:47.665489+00","close_date","","2014-10-21 15:12:49"
"===",3546,"2014-09-21 15:46:10.90203+00","_created_","","This element name 'formal' definition is confusing"
"===",3546,"2014-09-21 19:53:36.763384+00","Waiting For","Assignee(s)","None"
"===",3546,"2014-09-21 19:53:36.763384+00","status","Submitted","Triaged"
"===",3546,"2014-09-21 19:53:36.763384+00","reviewingworkgroup68","FHIR Core Team","FHIR Core Team"
"===",3546,"2014-09-21 19:53:36.763384+00","htmlpage","(schemas/schematrons)","base-definitions"
"===",3546,"2014-09-21 20:06:27.217784+00","reviewingworkgroup68","FHIR Core Team","FHIR Core Team"
"===",3546,"2014-09-21 20:06:27.217784+00","htmlpage","base-definitions","base-definitions"
"===",3546,"2014-09-23 10:26:11.072546+00","reviewingworkgroup68","FHIR Core Team","FHIR Core Team"
"===",3546,"2014-09-23 10:26:11.072546+00","htmlpage","base-definitions","base-definitions"
"===",3546,"2014-10-22 19:23:18.662276+00","reviewingworkgroup67","FHIR Core Team","FHIR Core Team"
"===",3546,"2014-10-22 19:23:18.662276+00","htmlpage","base-definitions","base-definitions"
"===",3546,"2014-11-05 21:51:39.640175+00","status","Triaged","Approved"
