"start","tracker_item_id","comment_date","comment","submitted_by"
"===",3941,"2015-03-01 20:38:18.280587+00","<p>
Done as part of StructureDefinition change</p>
",150
"===",3942,"2015-01-07 23:42:41.982221+00","<p>
can't find the offending text - are you sure you looked in the right version? </p>

<p>
 </p>
",150
"===",3942,"2015-02-02 13:34:20.445241+00","<p>
<a href=""http://hl7.org/implement/standards/FHIR-Develop/http.html#concurrency"">http://hl7.org/implement/standards/FHIR-Develop/http.html#concurrency</a> §2.1.0.10</p>

<p>
""When resources are returned as part of a bundle (e.g. see <a href=""http://hl7.org/implement/standards/FHIR-Develop/http.html#search"">search</a> below), the server should return the ETag value as an attribute named ""etag"" in the FHIR namespace (""<a href=""http://hl7.org/fhir"">http://hl7.org/fhir</a>"") on the <strong>feed.entry</strong> element (or, for JSON, a property ""etag"" on the feed.entry object).""</p>

<p>
By the looks of it here <a href=""http://hl7-fhir.github.io/http.html#concurrency"">http://hl7-fhir.github.io/http.html#concurrency</a> you have since updated the spec as I would expect. I believe this issue may therefor be closed.</p>
",413
"===",3942,"2015-02-12 22:59:10.751842+00","<p>
rejected - FHIR core telecon, 12-Feb 2015 3-0-2 - see discussion above</p>
",150
"===",3943,"2015-01-14 03:40:35.22087+00","<p>
difference between this and string is around truncation / looseness</p>
",150
"===",3943,"2015-03-14 12:20:18.884662+00","<p>
done already </p>
",150
"===",3944,"2015-01-14 03:41:06.395699+00","<p>
clarfiy the language</p>
",150
"===",3944,"2015-01-15 13:19:40.63135+00","<p>
I sure don't implement it that way either. Is this saying severs need to be aware of subsumption/equivalence relationships in the underlying codesystem?  I would love this to be (as Josh and I implemented it) just based on direct comparisons, since that's otherwise a big burden on servers where this function will in most cases just be used to filter males and females on simple flat codesystems.</p>
",2529
"===",3944,"2015-01-20 19:11:04.509884+00","<p>
To be clear, in our ""resolution"" of this issue, we've made the spec *explicit* about its weird expectations. I still think the expectations are weird -- so I expect to submit a DSTU2 ballot issue suggesting that we should make the correct behavior simpler.</p>
",2904
"===",3944,"2015-01-29 21:29:32.744449+00","<p>
I don't think we should prevent subsumption matching, but I agree that we cannot require it either</p>

<p>
 </p>
",150
"===",3944,"2015-03-14 12:19:44.9979+00","<p>
Need to revisit this - can't change to ""logically"" given the way it works when no system is specified.  Add a modifier for equivalent instead. above/below? </p>
",150
"===",3944,"2015-03-16 18:18:43.717168+00","<p>
Revisit issue 16-May 2015 Fhir Core telecon:</p>

<p>
* Leave matching as literal <br />
* Clarify that is-a includes the specified code in above/below</p>

<p>
Ewout/Josh vote: 5-0-0<br />
 </p>

<p>
 </p>
",150
"===",3944,"2015-03-16 21:13:32.308001+00","<p>
svn revision 4571</p>
",150
"===",3945,"2015-01-14 03:41:32.849641+00","<p>
or is this security?</p>
",150
"===",3945,"2015-01-20 17:17:28.655227+00","<p>
Added ""security"" to the list of assigned workgroups.</p>
",2904
"===",3945,"2015-02-09 19:28:07.008265+00","<p>
I agree and will get committee discussion on the need for a SUPPRESSED concept.</p>

<p>
BUT, Where would this SUPPRESSED code go? Both in terms of value-set for publication, and in terms of the HTTP GET interaction?</p>
",1078
"===",3945,"2015-02-09 19:40:33.569498+00","<p>
It would appear in the OperationOutcome.issue.type.  When you do a search, an OperationOutcome can be included as part of the result bundle.</p>
",105
"===",3946,"2015-03-14 22:03:47.897509+00","<p>
already fixed</p>
",150
"===",3947,"2015-02-12 22:35:37.363923+00","<p>
already fixed</p>
",150
"===",3949,"2015-01-13 09:05:00.557402+00","<p>
This would implicitly add more complexity to search in that a single search parameter could have multiple modifiers now. Not saying it is impossible.</p>

<p>
As far as syntax goes: also wondering whether this is a modifier. We changed modifiers like :before and :after to use comparison syntax instead (=&gt; and =&lt;), so this might be =! instead for example. </p>

<p>
 </p>
",2529
"===",3949,"2015-01-14 05:11:53.493188+00","<p>
agree with Ewout</p>
",150
"===",3951,"2015-02-17 00:44:17.532099+00","<p>
messaging.html typo corrected: ""Example: Currrency"" section - ""MessageHeader.id"" updated to ""MessageHeader.identifier""</p>
",2953
"===",3952,"2015-02-17 00:46:50.059137+00","<p>
operations.html typo corrected - Link to ""Asynchronous Messaging"" updated to ""messaging.html#asynchronous""</p>
",2953
"===",3953,"2015-03-16 00:31:24.771915+00","<p>
this things will be caught now</p>
",150
"===",3954,"2015-03-14 12:09:43.448363+00","<p>
svn revision 4517</p>
",150
"===",3955,"2015-03-17 23:19:03.214948+00","<p>
svn revision 4660</p>
",150
"===",3956,"2015-01-14 05:39:03.087029+00","<p>
yes, it makes parsing from wire format to object model more difficult, because you need a syntax processor now. But it makes working with the wire format easier - see task #3925 for more info</p>
",150
"===",3956,"2015-01-15 13:28:45.525105+00","<p>
What I did in my implementation is: do preprocessing on the instance first, to preprare it for use in this kind of frameworks. Their capabilities differ, so a preprocessing step to prepare it for the specific framework is sensible. I combine ""element"" and ""_element"" back into a single element too. It's a trivial transform, and for now allows the serialized json form to be as concise as it is.</p>
",2529
"===",3956,"2015-03-15 13:14:42.279574+00","<p>
Done as part of another task</p>
",150
"===",3957,"2015-01-14 05:16:01.16058+00","<p>
PHI or PII can end up in the logs anyway. There's no rule that the logs can only log the URL, and not the body. And if they're logging the requests, they'll be logging the responses as well. So it's not that different. Actually, the reason for indutry practice not to put things in the URL is bceause they can show up in the browser type ahead. </p>

<p>
In a healthcare application, either you trust things, or you do not. So I find this quite unpersuasive</p>

<p>
Allocate to Security to get a wider opinion than just mine</p>
",150
"===",3957,"2015-01-29 20:41:04.243461+00","<p>
I agree with Grahame. The threat of web-server logs is very minimal. The web-server is handling a large amount of PHI, not just the URL. It must be properly configured, and all data that is sensitive must be appropriately protected.</p>

<p>
Further the communications path needs to be equally protected for POST or GET; so it must be covered by HTTPS and likely client authenticated with something like OAuth.</p>

<p>
The browser cache is likely a bigger concern, but even here there are controls that can be used to assure that the cache is flushed at the end of a session.</p>

<p>
Rather than forbid something, I would accept that we need to do a better job of explaining that this 'risk' exists, and guide implementers to address the risk in operational and deployment controls.</p>
",1078
"===",3957,"2015-02-09 21:40:25.651446+00","<p>
John to provide risk text.</p>
",1078
"===",3959,"2015-01-14 05:17:26.879995+00","<p>
a &lt;contained&gt; can only contain one resource, so I do not think that the code is wrong. There are lots of examples of resources that contain multiple contained resources, so the underlying code is good. </p>
",150
"===",3960,"2015-03-16 00:32:37.206688+00","<p>
fixed now</p>
",150
"===",3961,"2015-02-27 16:05:11.716275+00","<p>
svn 4209: narrative page typo correction - added missing ""empty"" narrative status to description</p>
",2953
"===",3962,"2015-01-14 05:17:57.595314+00","<p>
allocate to SD to approve</p>
",150
"===",3962,"2015-03-17 22:10:05.227759+00","<p>
Lloyd - when actually editing this xpath for the change to list, I don't understand it at all. So let's start with a plain english statement of the xpath:<br /><br />
- it the composition is in a bundle with type document<br />
- the section content references must point within in teh bundle (either #local, or by base)<br />
- and the things the references point to must be lists with List.text.div existing</p>

<p>
 </p>

<p>
y?</p>
",150
"===",3962,"2015-03-18 03:17:02.325033+00","<p>
So, there's part of the path that's bogus - it says to not check for a match if there's a full URL - which of course shouldn't occur because a full URL could be a local reference.  So that part can be dropped.</p>

<p>
The next part checks to see if the section points to a contained resource and, if so, ensures the containe resource has a narrative.  That bit works.  (Though we might want to enforce that the status says something other than ""no content"").</p>

<p>
Unfortunately the next bit doesn't work anymore because we need to take into account the ""base"" for both the Composition resource (which affects references) and for the referenced resoruces (which affects their ids).  And the fact that base can appear at two different levels.  The resulting number of combinations of possibilities would create an xpath from hell.  We *really* need to figure out away to allow xpath-based id matching.</p>
",105
"===",3963,"2015-01-10 21:17:02.983256+00","<p>
For starters, perhaps declare the VSD profile in all XML/JSON renditions of value sets and see which ones the generation validation process chokes on?</p>
",105
"===",3963,"2015-01-13 09:09:47.341002+00","<p>
I tried to Google HL7 + VSD, but nothing came up. Is it possible to include a link for more information on VSD for non-terminology veterans?</p>
",2529
"===",3963,"2015-01-14 05:18:47.833288+00","<p>
Vocab to approve the change, and to supply reference for VSD project contents</p>
",150
"===",3963,"2015-01-28 22:51:25.281877+00","<p>
reference to use: <a href=""http://wiki.hl7.org/index.php?title=Value_Set_Definition_Standard_Project"">http://wiki.hl7.org/index.php?title=Value_Set_Definition_Standard_Project</a></p>
",150
"===",3963,"2015-02-12 02:36:56.069697+00","<p>
Done. SVN version 4034</p>
",150
"===",3964,"2015-03-16 01:18:49.1932+00","<p>
Definitely have to add these</p>
",150
"===",3965,"2015-03-16 02:00:07.526954+00","<p>
fixed. svn revision 4539</p>
",150
"===",3966,"2015-01-14 05:19:53.230774+00","<p>
actually, I disagree. It is useful for some - simpler - profiles. You can turn it off on a per profile case if it doesn't work (e.g. more complex profiles)</p>
",150
"===",3966,"2015-03-16 01:23:04.584296+00","<p>
Disposition: added a flag for whether to show it or not in the profile metadata</p>
",150
"===",3967,"2015-03-16 01:59:45.937571+00","<p>
svn revision 4539</p>
",150
"===",3968,"2015-03-16 01:43:18.049755+00","<p>
they are now</p>
",150
"===",3969,"2015-03-16 01:59:32.730603+00","<p>
it is now (though not on this profile, it doens't have slices)</p>
",150
"===",3970,"2015-03-16 02:42:08.265711+00","<p>
svn revision 4542</p>
",150
"===",3971,"2015-01-14 05:20:11.504379+00","<p>
ok</p>
",150
"===",3971,"2015-03-16 01:26:03.259646+00","<p>
fixed</p>
",150
"===",3972,"2015-03-16 01:30:39.280678+00","<p>
changed to allow bindings for strings because of a different task</p>
",150
"===",3973,"2015-01-14 05:20:53.808805+00","<p>
Is there anything like this in CCDA? in v2?</p>
",150
"===",3973,"2015-03-12 05:53:25.173466+00","<p>
Proposal: Add code with example values of ""Chiro/physio"", ""Counseling"", ""Education"", ""Surgery"", ""Diagnostic""</p>
",105
"===",3974,"2015-03-16 01:32:09.496495+00","<p>
its' a place holder for schematron when we do that.</p>
",150
"===",3975,"2015-03-16 01:32:49.144288+00","<p>
fixed</p>
",150
"===",3976,"2015-01-14 05:21:25.66637+00","<p>
agree this needs work</p>
",150
"===",3976,"2015-03-19 21:42:42.420402+00","<p>
3/19/15 -- PC WG discussion.</p>

<p>
Status vs. certainty -- group feels both are necessary.  In FHIR the most recent user is the ""owner"" -- not multiple owners.  The value sets should not be combined -- they serve different purposes.  Status  - the four terms work.  Certainty is more of an implied value set.</p>
",2210
"===",3976,"2015-03-22 02:46:25.58465+00","<p>
svn revision 4789</p>
",150
"===",3977,"2015-02-12 02:29:43.460607+00","<p>
fixed svn 4055</p>
",150
"===",3978,"2015-01-14 05:21:55.945506+00","<p>
flesh it out then. need to implement it at the same time</p>
",150
"===",3978,"2015-01-14 10:57:05.317131+00","<p>Ok. Assigned it to myself.</p>
",2529
"===",3979,"2015-03-16 01:59:52.869314+00","<p>
ok. svn revision 4539</p>
",150
"===",3980,"2015-01-14 05:22:26.578967+00","<p>
I think that USLab should lead DAF on this.</p>
",150
"===",3980,"2015-01-14 20:31:43.311824+00","OK<br />
<br />
Eric M Haas, DVM, MS<br />
Health eData Inc<br />
211 South Jefferson Street, Napa, CA, 94559<br />
707.227.2608|Skype: haas.eric1<br />
ehaas@healthedatainc.com &lt;ehaas@healhtedatainc.com&gt;<br />
<br />
<br />
On Tue, Jan 13, 2015 at 9:30 PM, HL7GForge &lt;fhirchange@gforge.hl7.org&gt;<br />
wrote:",2711
"===",3981,"2015-01-14 05:22:59.171827+00","<p>
which country? in address?</p>
",150
"===",3981,"2015-01-14 20:30:50.345846+00","yes in Address<br />
<br />
Eric M Haas, DVM, MS<br />
Health eData Inc<br />
211 South Jefferson Street, Napa, CA, 94559<br />
707.227.2608|Skype: haas.eric1<br />
ehaas@healthedatainc.com &lt;ehaas@healhtedatainc.com&gt;<br />
<br />
<br />
On Tue, Jan 13, 2015 at 9:30 PM, HL7GForge &lt;fhirchange@gforge.hl7.org&gt;<br />
wrote:",2711
"===",3982,"2015-01-14 05:23:27.190846+00","<p>
There's no schema for profiles, but agree that schematron generation is needed.</p>
",150
"===",3983,"2015-01-14 05:23:49.310939+00","<p>
what kind of operations? search parameters?</p>
",150
"===",3983,"2015-01-14 20:29:28.645206+00","can't search directly for age so is this technically an operation for a<br />
search with a behind the scene calculation?  I'll defer to my DAF comment<br />
for resolution.<br />
<br />
My mistake. all results for patients can be done by search - I'll need to<br />
withdraw that one.<br />
<br />
Thanks,<br />
<br />
Eric<br />
<br />
<br />
Eric M Haas, DVM, MS<br />
Health eData Inc<br />
211 South Jefferson Street, Napa, CA, 94559<br />
707.227.2608|Skype: haas.eric1<br />
ehaas@healthedatainc.com &lt;ehaas@healhtedatainc.com&gt;<br />
<br />
<br />
On Tue, Jan 13, 2015 at 9:30 PM, HL7GForge &lt;fhirchange@gforge.hl7.org&gt;<br />
wrote:",2711
"===",3997,"2015-01-14 05:30:04.816435+00","<p>
you can do that. You can just use US snomed terms in the code system <a href=""http://snomed.info/sct."">http://snomed.info/sct.</a> If you really really need to explicitly say that the term comes from the US extension (though anyone who could understand would know that anyway), then you can put this in the value set as a version specific reference using the US extension URL following the IHTSDO spec. </p>

<p>
You can use local terms- just have to assign a URI to the code system. If it has an OID already, then you can use urn:oid:[oid] for the URI, or you can use a more informative URI. If you want to, you can publish the local codes in a value set with an inline definition</p>
",150
"===",4003,"2015-01-14 05:31:45.404009+00","<p>
Typically, patient admin systems just have a coded entry for diet. At least, that's my experience. I don't think that changing it to point to a nutrition order would be accepted. </p>

<p>
But it is probably worth (a) investigating how this works and (b) discussing the issue in at least nutrition order</p>
",150
"===",4003,"2015-02-17 23:50:27.815077+00","<p>
creating a tracker for PA  to discuss.  </p>
",2711
"===",4005,"2015-03-12 05:49:15.772323+00","<p>
Proposal: Ensure NutritionOrder is present</p>
",105
"===",4006,"2015-01-15 05:38:22.190012+00","<p>
Duplicate of 4005</p>
",105
"===",4007,"2015-01-15 05:38:44.971247+00","<p>
Duplicate of 4005</p>
",105
"===",4026,"2015-01-14 14:16:11.121894+00","<p>
I added the attached <em>bundle-example-message.xml</em> to my local build environment along with updating the corresponding <em>bundle-spreadsheet.xml</em> (now also attached). Publishing my local build environment then also produced the same exception with an additional exception on the call to JavaGenerator.convertToJson(). After applying my code changes (see Details), these exceptions no longer happen and the build completes successfully.</p>

<p>
<u>Local build exception</u></p>

<p>
     [java]  ...resource Bundle                                                        222sec  491MB<br />
     [java] java.lang.Exception: Unknown Content entry @  START_TAG seen ...&lt;/resource&gt;&lt;/entry&gt;&lt;entry&gt;... @1:1300<br />
     [java]     at org.hl7.fhir.instance.formats.XmlParserBase.unknownContent(XmlParserBase.java:268)<br />
     [java]     at org.hl7.fhir.instance.formats.XmlParser.parseBundleBundleEntryComponent(XmlParser.java:1386)<br />
     [java]     at org.hl7.fhir.instance.formats.XmlParser.parseBundle(XmlParser.java:1338)<br />
     [java]     at org.hl7.fhir.instance.formats.XmlParser.parseResource(XmlParser.java:9664)<br />
     [java]     at org.hl7.fhir.instance.formats.XmlParserBase.parse(XmlParserBase.java:94)<br />
     [java]     at org.hl7.fhir.instance.formats.XmlParserBase.parse(XmlParserBase.java:82)<br />
     [java]     at org.hl7.fhir.instance.test.ToolsHelper.executeCanonicalXml(ToolsHelper.java:303)<br />
     [java]     at org.hl7.fhir.instance.test.ToolsHelper.main(ToolsHelper.java:74)<br />
     [java] Error processing C:\Projects\fhir\trunk\build\publish\bundle-example-message.xml<br />
     [java] java.lang.Exception: Unknown Content entry @  START_TAG seen ...&lt;/resource&gt;&lt;/entry&gt;&lt;entry&gt;... @1:1300<br />
     [java]     at org.hl7.fhir.instance.formats.XmlParserBase.unknownContent(XmlParserBase.java:268)<br />
     [java]     at org.hl7.fhir.instance.formats.XmlParser.parseBundleBundleEntryComponent(XmlParser.java:1386)<br />
     [java]     at org.hl7.fhir.instance.formats.XmlParser.parseBundle(XmlParser.java:1338)<br />
     [java]     at org.hl7.fhir.instance.formats.XmlParser.parseResource(XmlParser.java:9664)<br />
     [java]     at org.hl7.fhir.instance.formats.XmlParserBase.parse(XmlParserBase.java:94)<br />
     [java]     at org.hl7.fhir.instance.formats.XmlParserBase.parse(XmlParserBase.java:82)<br />
     [java]     at org.hl7.fhir.instance.test.ToolsHelper.executeJson(ToolsHelper.java:282)<br />
     [java]     at org.hl7.fhir.instance.test.ToolsHelper.main(ToolsHelper.java:72)<br />
     [java] java.lang.Exception: Neither output nor error file created doing json conversion<br />
     [java]     at org.hl7.fhir.tools.implementations.java.JavaGenerator.convertToJson(JavaGenerator.java:616)<br />
     [java]     at org.hl7.fhir.tools.publisher.Publisher.processExample(Publisher.java:3115)<br />
     [java]     at org.hl7.fhir.tools.publisher.Publisher.produceResource2(Publisher.java:2714)<br />
     [java]     at org.hl7.fhir.tools.publisher.Publisher.produceSpec(Publisher.java:1592)<br />
     [java]     at org.hl7.fhir.tools.publisher.Publisher.produceSpecification(Publisher.java:1489)<br />
     [java]     at org.hl7.fhir.tools.publisher.Publisher.execute(Publisher.java:502)<br />
     [java]     at org.hl7.fhir.tools.publisher.Publisher.main(Publisher.java:351)</p>
",2953
"===",4026,"2015-01-28 20:13:22.062202+00","<p>
fixed svn #3982</p>
",150
"===",4036,"2015-01-30 15:22:21.492066+00","<p>
Ewout retracted as it seems already fixed</p>
",105
"===",4037,"2015-02-12 23:40:06.146266+00","<p>
PC Call 2015/02/12 - Will look at what existing systems are doing around discrete capture for not done/on hold reasons (independent of ""notes"")</p>
",105
"===",4037,"2015-02-19 23:32:12.613711+00","<p>
2/19/15 - Emma -- structured reason vs. note.   A status reason may be used for billing - e.g. why wasn't a medical history obtained does have implications.   Decision support may need to capture things that did not happen.  Measures reporting will also need coded reasons.  </p>
",2210
"===",4038,"2015-02-12 23:24:58.075646+00","<p>
2015/02/12 PC Call: Consider changing the name ""concern"" to ""reason"" and generalizing the description to explain that this could be a condition (disease, pregnancy, etc.) or something like ""general wellness"", ""pre-operative care"", etc.  Allow it to be a choice of CodeableConcept and Reference(Condition)</p>

<p>
Chose to defer motion on grounds that we've agreed to add ""code"" to care plan that identifies the care plan type - these more general care plan types might be handled by using that element instead.</p>
",105
"===",4041,"2015-02-11 03:32:24.724594+00","<p>
The tooling just generates based on what's in the spreadsheet. if you don't want it in the differential, then take it out of the spreadsheet.</p>
",150
"===",4041,"2015-02-11 20:17:03.584883+00","<p>
The min/max column for example are required and missing them causes an error.</p>

<p>
Also with respect to the type column having the type appear in the spreadsheet type column is very useful for profile authors to manage the profile especially if need to verify fixed values, bindings, etc.</p>

<p>
Not having a type could lead to errors and inconsistencies but having the types forces the publish tools to add the duplicate type def into the differential profiles.</p>

<p>
Recommend to add support for a “!” suffix to the type value to indicate to the tooling to ignore the Type but present for the profile author to see.</p>

<p>
At present the tooling does not know how to handle a “!” prefix on the type value as it does for bindings and packages.</p>
",2976
"===",4041,"2015-03-14 12:07:37.300049+00","<p>
fixed as part of preparing DSTU2 ballot</p>
",150
"===",4872,"2015-01-16 16:26:24.381274+00","<p>
There's supposed to be a working group listed at the top of each resource, however there wasn't for this one.  I've added Pubs as an owner for this because lack of an assigned work group should be treated as a build error.</p>
",105
"===",4872,"2015-03-16 02:39:20.365818+00","<p>
svn revision 4539 - pubs issue resolved</p>
",150
"===",4872,"2015-03-19 22:45:49.560232+00","<p>
I would probably treat this as an Encounter where the communication (delivery of information) was a component activity of the encounter.  Multiple communications might occur during the one phone call.  We should add guidance that explains the relationship and difference between Communication and Encounter though.</p>
",105
"===",4873,"2015-01-17 17:33:14.679351+00","<p>
Is this sort of change typically done without creating a new encounter id?</p>
",105
"===",4873,"2015-01-17 21:45:53.41717+00","<p>It is definitely possible that the same encounter id is used.  I agree with the Encounter resource comment that ""There is also substantial variance from organization to organization (and between jurisdictions and countries) on which business events translate to the start of a new Encounter""</p>
",2973
"===",4876,"2015-02-06 05:22:45.14392+00","<p>
I don't agree. Having the base identifier as part of the resource creates all sorts of difficulties once you start having servers with multiple identities (common) or express the same content through different end-points for different usages (also not rare). Also, it makes digital signatures much more fragile. And you're still going to be constructing and deconstructing URLs, so it's not that big a benefit</p>

<p>
 </p>
",150
"===",4876,"2015-03-02 19:59:06.532056+00","<p>
Not persuasive - a large change, with no clear justification</p>

<p>
Mark Karamer/ Grahame MnM/FHIR Telecon 2-Mar 2015 8-0-0</p>
",150
"===",5137,"2015-03-15 13:15:40.425524+00","<p>
See reconciliation to Calvin's similar content (#5158)</p>
",150
"===",5138,"2015-03-15 13:16:09.125683+00","<p>
Tony withdrew - may make more detailed comments in the future</p>
",150
"===",5139,"2015-03-15 13:16:33.947744+00","<p>
Tony withdrew after discussion</p>
",150
"===",5140,"2015-03-14 22:05:06.424404+00","<p>
already fixed</p>
",150
"===",5141,"2015-02-25 18:03:21.226174+00","<p>
svn 4194: resource page typo correction - updated stated id length limit from 36 to 64 characters</p>
",2953
"===",5142,"2015-03-15 13:17:05.934626+00","<p>
Tony withdrew after discussion</p>
",150
"===",5143,"2015-03-02 19:25:50.910768+00","<p>
Not persuasive - multiple reasons for having mixed languages:</p>

<p>
- user uses alternative language while recording what patient actually said <br />- source systems in a document cross languages<br />
- part of an order is for a colleague how speaks a different language <br />
- resource in non-english that quotes technical terms and/or display names from an english coding system  </p>

<p>
Grahame / Ewout MnM/FHIR telecon 2-Mar 2015 8-0-0</p>
",150
"===",5144,"2015-03-02 19:28:07.674361+00","<p>
Not persuasive. Conduction and inheritance has proved to be a nightmare for v3. It also makes re-use of data in multiple contexts exceptionally difficult. Conduction and inheritance is nice for modelers but is generally not seen as adventageous by implementers</p>

<p>
Grahame / Josh MnM/FHIR telecon 2-Mar 2015 8-0-0</p>
",150
"===",5145,"2015-03-16 19:40:33.526924+00","<p>
FHIR  telecon 16-Mar 2015<br />
* delete these words<br />
* add a note to Formats header : ""Other representations are allowed, but are not described by this specification""</p>

<p>
Ewout/Josh 3-0-0</p>
",150
"===",5145,"2015-03-16 21:42:33.543226+00","<p>
svn revision 4577</p>
",150
"===",5148,"2015-01-20 21:44:21.992348+00","<p>
One example in the room of a system that does capture Outcome as a distinct element (attached to Goal).  Will look to the CCDA mapping exercise to see if there's a broader sample available to make a judgement about ""80%"".  Will also need to consider whether outcome is a characteristic of the plan as a whole, of a particular goal or of an activity within the plan.</p>
",105
"===",5149,"2015-03-16 02:40:42.365632+00","<p>
all fixed</p>
",150
"===",5151,"2015-03-17 13:28:03.462523+00","<p>
svn revision 4630</p>
",150
"===",5152,"2015-03-17 13:27:50.545045+00","<p>
svn revision 4630</p>
",150
"===",5153,"2015-03-17 13:27:39.212573+00","<p>
svn revision 4630</p>
",150
"===",5154,"2015-03-17 19:00:53.444557+00","<p>
svn revision 4645: add ""When a composition and its lists are wrapped into Document, the List narrative is part of the 'attested content' (see below), and an indivisible part of the document.""</p>
",150
"===",5155,"2015-03-17 01:32:43.922664+00","<p>
So if you have a code on the List that the section points to, what does the code on the section do?  And what's the use-case for having both?</p>
",105
"===",5155,"2015-03-17 21:25:36.543015+00","<p>
svn revision 4658. Modifications to comments on the section.code made consistent with the committee decision</p>
",150
"===",5158,"2015-03-15 08:16:51.012148+00","<p>
svn revision 4530</p>
",150
"===",5159,"2015-02-08 17:17:59.647288+00","<p>
There is no consistency among resources in ordering.  Is this a high priority?  I think it would be nice if  all resources started the same.  like Identifier, subject/patient, practitioner,date,code or something.   But this needs to be a FMG or Core team decision.    </p>
",2711
"===",5161,"2015-03-15 19:11:35.690851+00","<p>
already applied for NutritionOrder and Diagnostic based on other comments.</p>
",2711
"===",5162,"2015-02-14 18:47:52.909397+00","<p>
now I have an opinion - using 'orders' on the ground that the HL7 work group is called 'orders and..."" is a very flimsy reason. It would be better if we can find a more implementer related reason.</p>
",150
"===",5162,"2015-02-15 04:56:26.820988+00","<p>
I tend to agree with the balloter.  The name of the group is irrelevant here.  In v2, the OBR segment wasn't generally used for proposals or plans.  In FHIR, the resource very definitely serves those purposes.  If we were dealing *only* with orders, I'd be fine with the name ""order"", but given that the resource will now encompass plans and proposals, a more generic name seems appropriate.</p>
",105
"===",5162,"2015-02-16 21:08:33.243989+00","<p>
I was being glib but my point is you don't call a prescription a request and you don't call lab order a request. I assumed the resource would mirror the language used in the domain.</p>
",2711
"===",5162,"2015-02-16 22:22:25.785951+00","<p>
True, but you don't call a recommendation or a care plan step an order or prescription either.  And the resource will be serving those purposes as well.</p>
",105
"===",5162,"2015-03-12 18:26:08.374552+00","<p>argumnent for :</p>

<p>My concern is that ""Orders"" are things that are typically privileged operations.  Lots of healthcare professionals aren't allowed to create ""Orders"".  And it's also going to make people think the topic is narrower than it is.  I just want to confirm that when they're voting, the work groups understand that this resource will cover everything that falls under INT in v3 - so lab promises, decision support recommendations, care plan stuff, etc. </p>
",2711
"===",5162,"2015-03-12 19:21:31.019246+00","<p>
The language of DiagnosticRequest, NutritionRequest, etc. still does not sound quite right to me.  I think it might end up being less clear and more confusing than helpful.  On the other hand, having a more general ""Request"" resource (not sure if that would be the right name) that covers the scope of ""everything that falls under INT in v3 - so lab promises, decision support recommendations, care plan stuff, etc."", as Lloyd said, would seem potentially reasonable.  Maybe that's where things that didn't fit into DiagnosticOrder, NutritionOrder, etc. could go?  <br /><br />
The V3 RQO UsageNote discussion does appear to be germane here:</p>

<p>
The concepts of a ""request"" and an ""order"" are viewed as different, because there is an implication of a mandate associated with order. In practice, however, this distinction has no general functional value in the inter-operation of health care computing. ""Orders"" are commonly refused for a variety of clinical and business reasons, and the notion of a ""request"" obligates the recipient (the fulfiller) to respond to the sender (the author). Indeed, in many regions, including Australia and Europe, the common term used is ""request.""</p>

<p>
Thus, the concept embodies both notions, as there is no useful distinction to be made. If a mandate is to be associated with a request, this will be embodied in the ""local"" business rules applied to the transactions. Should HL7 desire to provide a distinction between these in the future, the individual concepts could be added as specializations of this concept.<br /><br />
So I might be persuaded that changing to the use of ""request"" rather than ""order"" is a reasonable step to take, as long as we do it consistently.</p>
",247
"===",5164,"2015-02-14 04:52:45.470626+00","<p>
There are several related comments  I will work with PC on a boundaries section although the boundaries are not clear in real life.  PC has suggested that a procedure when invasive. </p>
",2711
