"start","tracker_item_id","field_name","field_type","field_data","tracker_extra_field_id"
"===",3845,"url",4,"&amp;lt;a href=",3842
"===",3845,"Category",1,"13098",3626
"===",3845,"Reviewing Work Group(s)",5,"14030",3628
"===",3845,"Resource(s)",5,"100",3807
"===",3845,"HTML Page",5,"14693",3808
"===",3845,"Section number",4,"",3631
"===",3845,"Target release",8,"100",3632
"===",3845,"Agreed change",6,"",3633
"===",3845,"Reason",6,"",3634
"===",3845,"For WGM Review by",1,"100",3911
"===",3846,"Status",7,"13093",2415
"===",3846,"Ballot Resolution",1,"100",3969
"===",3846,"Pre-applied?",3,"100",3910
"===",3846,"Backward Compatible?",1,"14308",3847
"===",3846,"url",4,"&lt;a href=",3842
"===",3846,"Category",1,"13099",3626
"===",3846,"Reviewing Work Group(s)",5,"13115",3628
"===",3846,"Resource(s)",5,"14052",3807
"===",3846,"HTML Page",5,"100",3808
"===",3846,"Section number",4,"5.16.3",3631
"===",3846,"Target release",8,"100",3632
"===",3846,"Agreed change",6,"&lt;p&gt;The encounter location status field has been added&lt;/p&gt;
",3633
"===",3846,"Reason",6,"",3634
"===",3846,"For WGM Review by",1,"100",3911
"===",3847,"Status",7,"13093",2415
"===",3847,"Ballot Resolution",1,"100",3969
"===",3847,"Pre-applied?",3,"100",3910
"===",3847,"Backward Compatible?",1,"100",3847
"===",3847,"url",4,"&lt;a href=",3842
"===",3847,"Category",1,"13098",3626
"===",3847,"Reviewing Work Group(s)",5,"13115",3628
"===",3847,"Resource(s)",5,"14083",3807
"===",3847,"HTML Page",5,"100",3808
"===",3847,"Section number",4,"5.2.2",3631
"===",3847,"Target release",8,"100",3632
"===",3847,"Agreed change",6,"&lt;p&gt;There are no isModifier fields on RelatedPerson, all have been removed.&lt;/p&gt;
",3633
"===",3847,"Reason",6,"",3634
"===",3847,"For WGM Review by",1,"100",3911
"===",3848,"Status",7,"13093",2415
"===",3848,"Ballot Resolution",1,"100",3969
"===",3848,"Pre-applied?",3,"100",3910
"===",3848,"Backward Compatible?",1,"100",3847
"===",3848,"url",4,"&lt;a href=",3842
"===",3848,"Category",1,"13098",3626
"===",3848,"Reviewing Work Group(s)",5,"13115",3628
"===",3848,"Resource(s)",5,"14036",3807
"===",3848,"HTML Page",5,"100",3808
"===",3848,"Section number",4,"5.25",3631
"===",3848,"Target release",8,"100",3632
"===",3848,"Agreed change",6,"&lt;p&gt;The Availability Resource has been renamed to be Schedule.&lt;/p&gt;
",3633
"===",3848,"Reason",6,"",3634
"===",3848,"For WGM Review by",1,"100",3911
"===",3849,"Status",7,"13093",2415
"===",3849,"Ballot Resolution",1,"100",3969
"===",3849,"Pre-applied?",3,"100",3910
"===",3849,"Backward Compatible?",1,"100",3847
"===",3849,"url",4,"&lt;a href=",3842
"===",3849,"Category",1,"13099",3626
"===",3849,"Reviewing Work Group(s)",5,"13115",3628
"===",3849,"Resource(s)",5,"14075",3807
"===",3849,"HTML Page",5,"100",3808
"===",3849,"Section number",4,"5.4.6",3631
"===",3849,"Target release",8,"100",3632
"===",3849,"Agreed change",6,"",3633
"===",3849,"Reason",6,"",3634
"===",3849,"For WGM Review by",1,"100",3911
"===",3850,"Status",7,"13093",2415
"===",3850,"Ballot Resolution",1,"100",3969
"===",3850,"Pre-applied?",3,"100",3910
"===",3850,"Backward Compatible?",1,"100",3847
"===",3850,"url",4,"",3842
"===",3850,"Category",1,"13098",3626
"===",3850,"Reviewing Work Group(s)",5,"14030",3628
"===",3850,"Resource(s)",5,"100",3807
"===",3850,"HTML Page",5,"14693",3808
"===",3850,"Section number",4,"",3631
"===",3850,"Target release",8,"100",3632
"===",3850,"Agreed change",6,"",3633
"===",3850,"Reason",6,"",3634
"===",3850,"For WGM Review by",1,"100",3911
"===",3851,"Status",7,"13093",2415
"===",3851,"Ballot Resolution",1,"100",3969
"===",3851,"Pre-applied?",3,"100",3910
"===",3851,"Backward Compatible?",1,"100",3847
"===",3851,"url",4,"",3842
"===",3851,"Category",1,"13098",3626
"===",3851,"Reviewing Work Group(s)",5,"14030",3628
"===",3851,"Resource(s)",5,"100",3807
"===",3851,"HTML Page",5,"14693",3808
"===",3851,"Section number",4,"",3631
"===",3851,"Target release",8,"100",3632
"===",3851,"Agreed change",6,"",3633
"===",3851,"Reason",6,"",3634
"===",3851,"For WGM Review by",1,"100",3911
"===",3852,"Status",7,"13093",2415
"===",3852,"Ballot Resolution",1,"100",3969
"===",3852,"Pre-applied?",3,"100",3910
"===",3852,"Backward Compatible?",1,"100",3847
"===",3852,"url",4,"&amp;lt;a href=&amp;quot;http://hl7-fhir.github.io/sdc-security.html&amp;quot;&amp;gt;http://hl7-fhir.github.io/sdc-security.html&amp;lt;/a&amp;gt;",3842
"===",3852,"Category",1,"13098",3626
"===",3852,"Reviewing Work Group(s)",5,"14030",3628
"===",3852,"Resource(s)",5,"100",3807
"===",3852,"HTML Page",5,"14693",3808
"===",3852,"Section number",4,"",3631
"===",3852,"Target release",8,"100",3632
"===",3852,"Agreed change",6,"",3633
"===",3852,"Reason",6,"",3634
"===",3852,"For WGM Review by",1,"100",3911
"===",3854,"Status",7,"15542",2415
"===",3854,"Ballot Resolution",1,"100",3969
"===",3854,"Pre-applied?",3,"100",3910
"===",3854,"Backward Compatible?",1,"100",3847
"===",3854,"url",4,"",3842
"===",3854,"Category",1,"13099",3626
"===",3854,"Reviewing Work Group(s)",5,"14030",3628
"===",3854,"Resource(s)",5,"100",3807
"===",3854,"HTML Page",5,"14693",3808
"===",3854,"Section number",4,"",3631
"===",3854,"Target release",8,"100",3632
"===",3854,"Agreed change",6,"",3633
"===",3854,"Reason",6,"",3634
"===",3854,"For WGM Review by",1,"100",3911
"===",3855,"Status",7,"13096",2415
"===",3855,"Ballot Resolution",1,"100",3969
"===",3855,"Pre-applied?",3,"100",3910
"===",3855,"Backward Compatible?",1,"100",3847
"===",3855,"url",4,"",3842
"===",3855,"Category",1,"13098",3626
"===",3855,"Reviewing Work Group(s)",5,"13113",3628
"===",3855,"Resource(s)",5,"100",3807
"===",3855,"HTML Page",5,"14134",3808
"===",3855,"Section number",4,"",3631
"===",3855,"Target release",8,"100",3632
"===",3855,"Agreed change",6,"",3633
"===",3855,"Reason",6,"",3634
"===",3855,"For WGM Review by",1,"14707",3911
"===",3856,"Status",7,"13093",2415
"===",3856,"Ballot Resolution",1,"15335",3969
"===",3856,"Pre-applied?",3,"14633",3910
"===",3856,"Backward Compatible?",1,"100",3847
"===",3856,"url",4,"",3842
"===",3856,"Category",1,"14635",3626
"===",3856,"Reviewing Work Group(s)",5,"13108",3628
"===",3856,"Resource(s)",5,"14312",3807
"===",3856,"HTML Page",5,"14688",3808
"===",3856,"Section number",4,"",3631
"===",3856,"Target release",8,"100",3632
"===",3856,"Agreed change",6,"&lt;p&gt;
we could at least say we will never define parameters starting with &amp;#39;x-&amp;#39; or &amp;#39;x_&amp;#39;&lt;/p&gt;

&lt;p&gt;
svn 4064.&lt;/p&gt;

&lt;p&gt;
2015/03/19 MnM/FHIR Block Vote: Austin/Gordy 5-0-0&lt;/p&gt;
",3633
"===",3856,"Reason",6,"",3634
"===",3856,"For WGM Review by",1,"100",3911
"===",3857,"Status",7,"13093",2415
"===",3857,"Ballot Resolution",1,"100",3969
"===",3857,"Pre-applied?",3,"100",3910
"===",3857,"Backward Compatible?",1,"100",3847
"===",3857,"url",4,"&lt;a href=",3842
"===",3857,"Category",1,"13099",3626
"===",3857,"Reviewing Work Group(s)",5,"13108",3628
"===",3857,"Reviewing Work Group(s)",5,"13122",3628
"===",3857,"Resource(s)",5,"14041",3807
"===",3857,"HTML Page",5,"14126",3808
"===",3857,"Section number",4,"",3631
"===",3857,"Target release",8,"100",3632
"===",3857,"Agreed change",6,"&lt;p&gt;
Add batch mode for translate functions (ability to batch process translation requests &amp;ndash; note:&amp;nbsp;&amp;nbsp;translation is used or mean map or translate.&amp;nbsp;&amp;nbsp;This is currently one code in and one code out (simple map without individual map equivalence specification).&amp;nbsp;&amp;nbsp;Equivalence is able to be specified but was not shown in the output &amp;ndash; it was requested that it be included.&amp;nbsp;&amp;nbsp;Need to be able to indicate more than one target which is now handle by being able to use codeable concepts rather than code values.&amp;nbsp;&amp;nbsp;(Vobabulary agree &amp;ndash; moved HG seconded SS)Make change to translation operation to change the cardinality of the code system version, and coding and codeable concept and outcome parameters to be 0..* instead of 0..1.and update documentation to reflect requirements.&amp;nbsp;&amp;nbsp;&amp;nbsp;Changing data type on the outcome because in some cases there might be more than one translation for a given source code.&amp;nbsp;&amp;nbsp;&lt;/p&gt;

&lt;p&gt;
The documentation needs to also indicate that this process includes concept translations such as maps rather than language translations.&amp;nbsp;&amp;nbsp;&amp;ndash; Moved Jos and seconded Sandy S.&lt;/p&gt;

&lt;p&gt;
&amp;nbsp;&lt;/p&gt;

&lt;p&gt;
2015-01-21 MnM/Vocab Q2&amp;nbsp;Vote:&amp;nbsp;&amp;nbsp;In Favour:&amp;nbsp;&amp;nbsp;14,&amp;nbsp;&amp;nbsp;Abstain 1, Opposed&lt;/p&gt;
",3633
"===",3857,"Reason",6,"",3634
"===",3857,"For WGM Review by",1,"14715",3911
"===",3858,"Status",7,"13093",2415
"===",3858,"Ballot Resolution",1,"15334",3969
"===",3858,"Pre-applied?",3,"14633",3910
"===",3858,"Backward Compatible?",1,"100",3847
"===",3858,"url",4,"",3842
"===",3858,"Category",1,"13099",3626
"===",3858,"Reviewing Work Group(s)",5,"13108",3628
"===",3858,"Reviewing Work Group(s)",5,"13111",3628
"===",3858,"Resource(s)",5,"100",3807
"===",3858,"HTML Page",5,"14105",3808
"===",3858,"Section number",4,"",3631
"===",3858,"Target release",8,"100",3632
"===",3858,"Agreed change",6,"&lt;p&gt;
Proposal: Accept inclusion of draft text in the specification&lt;/p&gt;

&lt;p&gt;
Motion: approve wording in specification including potential rewording to use &amp;quot;normal&amp;quot;. Grahame/ G votes A&lt;/p&gt;

&lt;p&gt;
2015/03/19 MnM/FHIR Block Vote: Austin/Gordy 5-0-0&lt;/p&gt;
",3633
"===",3858,"Reason",6,"",3634
"===",3858,"For WGM Review by",1,"100",3911
"===",3859,"Status",7,"13095",2415
"===",3859,"Ballot Resolution",1,"15336",3969
"===",3859,"Pre-applied?",3,"100",3910
"===",3859,"Backward Compatible?",1,"100",3847
"===",3859,"url",4,"",3842
"===",3859,"Category",1,"14635",3626
"===",3859,"Reviewing Work Group(s)",5,"13108",3628
"===",3859,"Resource(s)",5,"14077",3807
"===",3859,"HTML Page",5,"100",3808
"===",3859,"Section number",4,"",3631
"===",3859,"Target release",8,"100",3632
"===",3859,"Agreed change",6,"&lt;p&gt;
Propose to reject this - something similar in intent but different in details done as part of StructureDefinition change&lt;/p&gt;

&lt;p&gt;
2015/03/19 MnM/FHIR Block Vote: Austin/Gordy 5-0-0&lt;/p&gt;
",3633
"===",3859,"Reason",6,"",3634
"===",3859,"For WGM Review by",1,"100",3911
"===",3860,"Status",7,"13093",2415
"===",3860,"Ballot Resolution",1,"15335",3969
"===",3860,"Pre-applied?",3,"14633",3910
"===",3860,"Backward Compatible?",1,"100",3847
"===",3860,"url",4,"&amp;lt;a href=",3842
"===",3860,"Category",1,"14635",3626
"===",3860,"Reviewing Work Group(s)",5,"13108",3628
"===",3860,"Resource(s)",5,"100",3807
"===",3860,"HTML Page",5,"14119",3808
"===",3860,"Section number",4,"",3631
"===",3860,"Target release",8,"100",3632
"===",3860,"Agreed change",6,"&lt;p&gt;
agree though it&amp;#39;s actually&amp;nbsp;GET [base]/[type]{?[parameters]{&amp;amp;_format=[mime-type]}}&lt;/p&gt;

&lt;p&gt;
and [] denotes parameter content, not required&lt;/p&gt;

&lt;p&gt;
svn 4594&lt;/p&gt;

&lt;p&gt;
2015/03/19 MnM/FHIR Block Vote: Austin/Gordy 5-0-0&lt;/p&gt;
",3633
"===",3860,"Reason",6,"",3634
"===",3860,"For WGM Review by",1,"100",3911
"===",3861,"Status",7,"13093",2415
"===",3861,"Ballot Resolution",1,"100",3969
"===",3861,"Pre-applied?",3,"100",3910
"===",3861,"Backward Compatible?",1,"100",3847
"===",3861,"url",4,"&amp;amp;lt;a href=",3842
"===",3861,"Category",1,"13098",3626
"===",3861,"Reviewing Work Group(s)",5,"13108",3628
"===",3861,"Resource(s)",5,"100",3807
"===",3861,"HTML Page",5,"14683",3808
"===",3861,"Section number",4,"",3631
"===",3861,"Target release",8,"100",3632
"===",3861,"Agreed change",6,"&lt;p&gt;
&amp;lt;p&amp;gt; Add examples to&amp;amp;nbsp;http://hl7-fhir.github.io/elementdefinition-definitions.html#ElementDefinition.path describing how to populate the value for a Resource, DataType, and Extension.&amp;lt;/p&amp;gt; &amp;lt;p&amp;gt; 2015-01-20 FHIR Core, Q2&amp;lt;/p&amp;gt; &amp;lt;p&amp;gt; Moved: LM&amp;lt;/p&amp;gt; &amp;lt;p&amp;gt; Seconded: MS&amp;lt;/p&amp;gt; &amp;lt;p&amp;gt; Approved: 7-0-0&amp;lt;/p&amp;gt;&lt;/p&gt;
",3633
"===",3861,"Reason",6,"",3634
"===",3861,"For WGM Review by",1,"100",3911
"===",3862,"Status",7,"13093",2415
"===",3862,"Ballot Resolution",1,"15335",3969
"===",3862,"Pre-applied?",3,"100",3910
"===",3862,"Backward Compatible?",1,"100",3847
"===",3862,"url",4,"",3842
"===",3862,"Category",1,"13099",3626
"===",3862,"Reviewing Work Group(s)",5,"13114",3628
"===",3862,"Resource(s)",5,"14086",3807
"===",3862,"HTML Page",5,"100",3808
"===",3862,"Section number",4,"",3631
"===",3862,"Target release",8,"100",3632
"===",3862,"Agreed change",6,"&lt;p&gt;
&amp;nbsp;&lt;/p&gt;

&lt;p&gt;
Motion to find Persuasive&amp;nbsp;&lt;/p&gt;

&lt;p&gt;
1)change&amp;nbsp;Specimen.source to simple element with card 0..* &amp;nbsp;(See attached .png file for proposed change)&lt;/p&gt;

&lt;p&gt;
2) change name&amp;nbsp;of &amp;nbsp;.source to&amp;nbsp;&amp;nbsp;.parent&lt;/p&gt;

&lt;p&gt;
3) Change definition from&lt;/p&gt;

&lt;p&gt;
&amp;quot;Parent specimen&amp;quot;&lt;/p&gt;

&lt;p&gt;
&amp;quot;Reference to the parent(source) specimen which is used&amp;nbsp;when the specimen was either derived from or a component of a another specimen.&amp;quot;&lt;/p&gt;

&lt;p&gt;
4) Add comments&amp;nbsp;&lt;/p&gt;

&lt;p&gt;
&amp;quot;The parent specimen could be; a) the source from which the&amp;nbsp;current specimen is derived by&amp;nbsp;some processing step&amp;nbsp;( e.g. &amp;nbsp;an&amp;nbsp;aliquot or&amp;nbsp;isolate&amp;nbsp;or extracted nucleic acids&amp;nbsp;from clinical&amp;nbsp;samples) &amp;nbsp;or&amp;nbsp;b) one of many specimens that&amp;nbsp;were combined&amp;nbsp;to create a pooled sample. &amp;quot; &amp;nbsp;&amp;nbsp;&lt;/p&gt;

&lt;p&gt;
Eric/Rob &amp;nbsp;Against :0&amp;nbsp; Abstain:4 &amp;nbsp;in Favorr:11&lt;/p&gt;
",3633
"===",3862,"Reason",6,"&lt;p&gt;
I know the DAM is a lot more&amp;nbsp;more complex &amp;nbsp;and this limits&amp;nbsp;pointing onlyfrom the child to parent, &amp;nbsp;but&amp;nbsp;&amp;nbsp;I think would capture the 80% for now and&amp;nbsp;I would prefer to simplify the resource&amp;nbsp;to correct this problem&amp;nbsp;and build it out when actual implementation&amp;nbsp;use cases bubble up and&amp;nbsp;make it clear&amp;nbsp;what we need. &amp;nbsp;&lt;/p&gt;

&lt;p&gt;
Looked at&amp;nbsp;&lt;a href=&quot;http://openehr.org/ckm/&quot; style=&quot;color: rgb(17, 85, 204); font-family: arial, sans-serif; font-size: 12.8000001907349px; line-height: normal;&quot; target=&quot;_blank&quot;&gt;OPENEHR&lt;/a&gt;&amp;nbsp;&amp;nbsp;they only refer to parent identifier.&amp;nbsp;&lt;/p&gt;
",3634
"===",3862,"For WGM Review by",1,"14708",3911
"===",3863,"Status",7,"13096",2415
"===",3863,"Ballot Resolution",1,"100",3969
"===",3863,"Pre-applied?",3,"100",3910
"===",3863,"Backward Compatible?",1,"100",3847
"===",3863,"url",4,"",3842
"===",3863,"Category",1,"13099",3626
"===",3863,"Reviewing Work Group(s)",5,"13113",3628
"===",3863,"Reviewing Work Group(s)",5,"13116",3628
"===",3863,"Reviewing Work Group(s)",5,"13114",3628
"===",3863,"Reviewing Work Group(s)",5,"13110",3628
"===",3863,"Resource(s)",5,"14046",3807
"===",3863,"HTML Page",5,"100",3808
"===",3863,"Section number",4,"",3631
"===",3863,"Target release",8,"100",3632
"===",3863,"Agreed change",6,"&lt;p&gt;
2/19/2015 Orders and Observation Call vote: NO vote&amp;nbsp;&lt;/p&gt;

&lt;p&gt;
Question: &amp;#39;Does Device include supplies such as dressings, bandages and similar substances&amp;#39;&lt;/p&gt;

&lt;p&gt;
Base upon the introductory text to Device:&amp;quot;&amp;quot;This resource identifies an instance of a manufactured thing that is used in the provision of healthcare&amp;nbsp;without being substantially changed through that activity. The device may be a machine, an insert, a computer, an application, etc. This includes durable (reusable) medical equipment as well as disposable equipment used for diagnostic, treatment, and research for healthcare and public health. &amp;quot;&lt;/p&gt;

&lt;p&gt;
&amp;nbsp;&lt;/p&gt;

&lt;p&gt;
Question about Sustance not being a Device is answered&lt;/p&gt;

&lt;p&gt;
But there is an open question on whether&amp;nbsp;Supply or&amp;nbsp;Device&lt;/p&gt;

&lt;p&gt;
Certainly a syringe or sponge are disposable manufactured things used for the Dx an Tx could be a Device but still need boundaries between Supply and Device for disposable things.&lt;/p&gt;

&lt;p&gt;
&amp;nbsp;&lt;/p&gt;

&lt;p&gt;
&amp;nbsp;&lt;/p&gt;
",3633
"===",3863,"Reason",6,"&lt;p&gt;
&amp;nbsp;&lt;/p&gt;

&lt;p&gt;
&amp;nbsp;I think that the ensuing &amp;nbsp;discussion&amp;nbsp;on&amp;nbsp;boundaries&amp;nbsp;issue&amp;nbsp;stems from an unfortunate choice of &amp;nbsp;the&amp;nbsp;term &amp;quot;substance&amp;quot;&amp;nbsp;&amp;nbsp;in the original comment:&amp;quot;&amp;nbsp;in the original comment:&amp;quot;Does Device include supplies such as dressings, bandages and similar&amp;nbsp;&lt;strong&gt;substances&lt;/strong&gt;?&amp;quot; &amp;nbsp;the intent was not a substance as in the resource &amp;nbsp;--&amp;quot;stuff&amp;quot; or &amp;quot;things&amp;quot;&amp;nbsp;would have been clearer.&lt;/p&gt;

&lt;p&gt;
&amp;nbsp;I think Device introduction implies that it covers this stuff so the answer is yes. &amp;nbsp; However, the boundary with Supply is less clear especially since the way this stuff is used varies. &amp;nbsp;that question wil be a separate issue waiting for input from Jose who is working on a IHE white paper that touches on this. &amp;nbsp;&lt;/p&gt;
",3634
"===",3863,"For WGM Review by",1,"14708",3911
"===",3864,"Status",7,"13093",2415
"===",3864,"Ballot Resolution",1,"100",3969
"===",3864,"Pre-applied?",3,"100",3910
"===",3864,"Backward Compatible?",1,"100",3847
"===",3864,"url",4,"&amp;lt;a href=&amp;quot;http://hl7-fhir.github.io/questionnaire-sdc-structureddatacaptureform-definitions.html&amp;quot;&amp;gt;http://hl7-fhir.github.io/questionnaire-sdc-structureddatacaptureform-definitions.html&amp;lt;/a&amp;gt;",3842
"===",3864,"Category",1,"13098",3626
"===",3864,"Reviewing Work Group(s)",5,"14030",3628
"===",3864,"Resource(s)",5,"100",3807
"===",3864,"HTML Page",5,"14693",3808
"===",3864,"Section number",4,"",3631
"===",3864,"Target release",8,"100",3632
"===",3864,"Agreed change",6,"",3633
"===",3864,"Reason",6,"",3634
"===",3864,"For WGM Review by",1,"100",3911
"===",3865,"Status",7,"13095",2415
"===",3865,"Ballot Resolution",1,"100",3969
"===",3865,"Pre-applied?",3,"100",3910
"===",3865,"Backward Compatible?",1,"100",3847
"===",3865,"url",4,"&lt;a href=",3842
"===",3865,"Category",1,"14635",3626
"===",3865,"Reviewing Work Group(s)",5,"13108",3628
"===",3865,"Resource(s)",5,"100",3807
"===",3865,"HTML Page",5,"14109",3808
"===",3865,"Section number",4,"1.13.7.2.2",3631
"===",3865,"Target release",8,"100",3632
"===",3865,"Agreed change",6,"",3633
"===",3865,"Reason",6,"",3634
"===",3865,"For WGM Review by",1,"100",3911
"===",3866,"Status",7,"13093",2415
"===",3866,"Ballot Resolution",1,"100",3969
"===",3866,"Pre-applied?",3,"100",3910
"===",3866,"Backward Compatible?",1,"100",3847
"===",3866,"url",4,"&lt;a href=",3842
"===",3866,"Category",1,"13097",3626
"===",3866,"Reviewing Work Group(s)",5,"13116",3628
"===",3866,"Resource(s)",5,"14042",3807
"===",3866,"HTML Page",5,"100",3808
"===",3866,"Section number",4,"",3631
"===",3866,"Target release",8,"100",3632
"===",3866,"Agreed change",6,"",3633
"===",3866,"Reason",6,"",3634
"===",3866,"For WGM Review by",1,"100",3911
"===",3867,"Status",7,"13093",2415
"===",3867,"Ballot Resolution",1,"100",3969
"===",3867,"Pre-applied?",3,"100",3910
"===",3867,"Backward Compatible?",1,"14308",3847
"===",3867,"url",4,"&lt;a href=",3842
"===",3867,"Category",1,"13097",3626
"===",3867,"Reviewing Work Group(s)",5,"13114",3628
"===",3867,"Resource(s)",5,"14068",3807
"===",3867,"HTML Page",5,"100",3808
"===",3867,"Section number",4,"",3631
"===",3867,"Target release",8,"100",3632
"===",3867,"Agreed change",6,"",3633
"===",3867,"Reason",6,"",3634
"===",3867,"For WGM Review by",1,"100",3911
"===",3868,"Status",7,"13093",2415
"===",3868,"Ballot Resolution",1,"15335",3969
"===",3868,"Pre-applied?",3,"14633",3910
"===",3868,"Backward Compatible?",1,"100",3847
"===",3868,"url",4,"",3842
"===",3868,"Category",1,"13099",3626
"===",3868,"Reviewing Work Group(s)",5,"14030",3628
"===",3868,"Resource(s)",5,"100",3807
"===",3868,"HTML Page",5,"14693",3808
"===",3868,"Section number",4,"",3631
"===",3868,"Target release",8,"100",3632
"===",3868,"Agreed change",6,"&lt;p&gt;
Enhanced the differential to show what hasn&amp;#39;t changed.&lt;/p&gt;

&lt;p&gt;
2015/03/19 MnM/FHIR Block Vote: Austin/Gordy 5-0-0&lt;/p&gt;
",3633
"===",3868,"Reason",6,"",3634
"===",3868,"For WGM Review by",1,"100",3911
"===",3870,"Status",7,"13091",2415
"===",3870,"Ballot Resolution",1,"100",3969
"===",3870,"Pre-applied?",3,"100",3910
"===",3870,"Backward Compatible?",1,"100",3847
"===",3870,"url",4,"&lt;a href=",3842
"===",3870,"Category",1,"13099",3626
"===",3870,"Reviewing Work Group(s)",5,"13116",3628
"===",3870,"Resource(s)",5,"14038",3807
"===",3870,"HTML Page",5,"14091",3808
"===",3870,"Section number",4,"",3631
"===",3870,"Target release",8,"100",3632
"===",3870,"Agreed change",6,"&lt;p&gt;
Add to support relationship links between goals and between conditions/observations and intervations. &amp;nbsp;This is to be done as an extension for goal relationship types. &amp;nbsp;&lt;/p&gt;

&lt;p&gt;
Reason for the goal, or a measurement of the goal. &amp;nbsp;Can 1) capture an observation and then link to a goal, vs. 2) select a goal and then point to an observation. &amp;nbsp; Which is more typical - both are used in clinical practice. ACTION -- Use #2 -- Goal can be linked to other observations that measure progress to the goal. &amp;nbsp;Establish relationships between goals - predecessor, successor and replacement. &amp;nbsp;These will be done as extension. &amp;nbsp;AND &amp;nbsp;add&amp;nbsp;with current concern pointing to condition -- add observation,&amp;nbsp;procedure request, medication statement, risk assessment, nutrition statement (proposed). &amp;nbsp;&lt;/p&gt;

&lt;p&gt;
PC WG/FHIR &amp;nbsp;12/17/14 &amp;nbsp;Move: &amp;nbsp;Russell/Lloyd &amp;nbsp; Abstain - 0,&lt;/p&gt;

&lt;p&gt;
Negative - 0, Approve - 11&lt;/p&gt;

&lt;p&gt;
Goals to other goals&lt;/p&gt;

&lt;p&gt;
Achieving goals - &amp;nbsp;&lt;/p&gt;
",3633
"===",3870,"Reason",6,"",3634
"===",3870,"For WGM Review by",1,"100",3911
"===",3871,"Status",7,"13610",2415
"===",3871,"Ballot Resolution",1,"100",3969
"===",3871,"Pre-applied?",3,"100",3910
"===",3871,"Backward Compatible?",1,"100",3847
"===",3871,"url",4,"&lt;a href=",3842
"===",3871,"Category",1,"13099",3626
"===",3871,"Reviewing Work Group(s)",5,"13116",3628
"===",3871,"Resource(s)",5,"14038",3807
"===",3871,"HTML Page",5,"14118",3808
"===",3871,"Section number",4,"",3631
"===",3871,"Target release",8,"100",3632
"===",3871,"Agreed change",6,"",3633
"===",3871,"Reason",6,"",3634
"===",3871,"For WGM Review by",1,"14710",3911
"===",3872,"Status",7,"13093",2415
"===",3872,"Ballot Resolution",1,"15335",3969
"===",3872,"Pre-applied?",3,"14633",3910
"===",3872,"Backward Compatible?",1,"100",3847
"===",3872,"url",4,"",3842
"===",3872,"Category",1,"13099",3626
"===",3872,"Reviewing Work Group(s)",5,"14030",3628
"===",3872,"Resource(s)",5,"14077",3807
"===",3872,"HTML Page",5,"100",3808
"===",3872,"Section number",4,"",3631
"===",3872,"Target release",8,"100",3632
"===",3872,"Agreed change",6,"&lt;p&gt;
Suggested change: Extend the tooling to allow a profile to give the name of a profile (not just the name of a resource) as its basis.&lt;/p&gt;

&lt;p&gt;
Done in the spreadsheets now.&lt;/p&gt;

&lt;p&gt;
2015/03/19 MnM/FHIR Block Vote: Austin/Gordy 5-0-0&lt;/p&gt;
",3633
"===",3872,"Reason",6,"",3634
"===",3872,"For WGM Review by",1,"100",3911
"===",3873,"Status",7,"13091",2415
"===",3873,"Ballot Resolution",1,"15335",3969
"===",3873,"Pre-applied?",3,"100",3910
"===",3873,"Backward Compatible?",1,"100",3847
"===",3873,"url",4,"",3842
"===",3873,"Category",1,"14635",3626
"===",3873,"Reviewing Work Group(s)",5,"13108",3628
"===",3873,"Resource(s)",5,"100",3807
"===",3873,"HTML Page",5,"14693",3808
"===",3873,"Section number",4,"",3631
"===",3873,"Target release",8,"100",3632
"===",3873,"Agreed change",6,"&lt;p&gt;
proposal: alter the tools so that every element has an assigned type, except for Element and Resource in their own definitions (no type to be)&lt;/p&gt;

&lt;p&gt;
2015/03/19 MnM/FHIR Block Vote: Austin/Gordy 5-0-0&lt;/p&gt;
",3633
"===",3873,"Reason",6,"",3634
"===",3873,"For WGM Review by",1,"100",3911
"===",3874,"Status",7,"13091",2415
"===",3874,"Ballot Resolution",1,"100",3969
"===",3874,"Pre-applied?",3,"100",3910
"===",3874,"Backward Compatible?",1,"100",3847
"===",3874,"url",4,"&amp;amp;lt;a href=",3842
"===",3874,"Category",1,"13097",3626
"===",3874,"Reviewing Work Group(s)",5,"13112",3628
"===",3874,"Resource(s)",5,"14067",3807
"===",3874,"HTML Page",5,"100",3808
"===",3874,"Section number",4,"",3631
"===",3874,"Target release",8,"100",3632
"===",3874,"Agreed change",6,"",3633
"===",3874,"Reason",6,"",3634
"===",3874,"For WGM Review by",1,"100",3911
"===",3876,"Status",7,"13093",2415
"===",3876,"Ballot Resolution",1,"100",3969
"===",3876,"Pre-applied?",3,"100",3910
"===",3876,"Backward Compatible?",1,"100",3847
"===",3876,"url",4,"&amp;lt;a href=",3842
"===",3876,"Category",1,"13097",3626
"===",3876,"Reviewing Work Group(s)",5,"14030",3628
"===",3876,"Resource(s)",5,"100",3807
"===",3876,"HTML Page",5,"14693",3808
"===",3876,"Section number",4,"",3631
"===",3876,"Target release",8,"100",3632
"===",3876,"Agreed change",6,"",3633
"===",3876,"Reason",6,"",3634
"===",3876,"For WGM Review by",1,"100",3911
"===",3877,"Status",7,"15348",2415
"===",3877,"Ballot Resolution",1,"100",3969
"===",3877,"Pre-applied?",3,"100",3910
"===",3877,"Backward Compatible?",1,"100",3847
"===",3877,"url",4,"",3842
"===",3877,"Category",1,"13099",3626
